subset_id,dataset,best_val_loss,single_mse,single_mae,avg_mse,avg_mae,avg_trend_acc,itrans_mse,itrans_mae,itrans_trend_acc
ETTh1,ETTh1,1.7232871055603027,1.0923998355865479,0.8070355653762817,1.0923998355865479,0.8070355653762817,0.501495897769928,1.226396083831787,0.831512987613678,0.48728495836257935
